text,sentiment
"After a recent hip surgery and arduous recovery, I wanted a piece of art that would represent the wonder of the human body, our ability to heal and our powerful resilience. This piece was IT. I was nervous about buying it online but, it came in less than one week and was packaged very well. &#34;She&#34; has a prominent place in our living room and brings a whole new level of sophistication to the room. And she makes me smile whenever I look at her, as I am reminded of how far I've come. My husband and I absolutely love her. Maybe for different reasons. I don't know. Haha! We are incredibly pleased with the purchase. Thank you, Holly Lentz!",Positive
Perfect vintage look...we love it,Positive
Perfect gift for a daughter. It brought tears to her eyes.,Positive
Was purchased for my granddaughter and she loved it.,Positive
"this is the cutest bag! nice and big, very tough material so do not have to worry about it ruining! the graphic is nice quality as well.",Positive
broke after the 3rd time wearing. it is very cute. So obviously disappointed that I can no longer wear.,Positive
It is very beauiful. It is sturdy and well made. It comes in earrings too and I love them. The necklance will be a great addition.,Positive
I found it to be a very nice item and couldn't be more happy with it.,Positive
"Great addition to my BBQing. Used to use a buffalo chopper, not any more. This thing is amazing. Quick shipping and well built.",Positive
"Exactly as shown, great product.",Positive
"Very pretty colors and very nicely made.  It is a nice work of art, thank you!",Positive
Perfect and easy to attach to my wallet,Positive
I’m 80 years and tired of large ear rings!<br />They make my ears sore! These can be left on!<br />Linda Lee,Positive
"The bracket are just as advertised, rustic and unfinished. very well made and very strong.",Positive
Great quality product and amazing craftsmanship. Came with a nice little carrying bag and booklet. Plus they included a free gift!! I will be a lifelong customer who recommends to all!!,Positive
I just received these today and they are just gorgeous! Very happy with my purchase and will definitely be shopping from this shop again.,Positive
Quality prints. Ordered for a friend who is a meteorologist for his office.,Positive
"I prefer to use a mouse instead of a finger pad on my laptop.  My couch has a wider arm and this mouse pad fist perfectly, and it does not slide around.  The size of the pad is also just right.  It is not too big for the couch, nor is it too small for my mouse.<br /><br />The delivery also included a personal note from Patricia, who makes these by hand.  The materials are sturdy and will obviously last; and the stitching is perfect.",Positive
"Absolutely BEAUTIFUL print!  Zeus looks just like our goat Nellie!  It's so hard to find a good Nigerian Dwarf print or picture and this is stunning!  Could not be happier!  Comes well packaged, I am very pleased!  Thank you Heather!",Positive
It was a replacement for one I lost a couple of weeks ago. I love this one as much. Thank you.,Positive
I ordered 4 for my friends for birthday gifts this year and love them all.,Positive
I am very pleased with this necklace.  It is pretty and the quote makes me so happy. It arrived quickly and was securely packaged. Thank you .,Positive
I bought the Spider Man Yarmulke/ Kippah for my son and he loved it very much. It was beautifully created and we were both very satisfied.,Positive
This is super cute for an anniversary gift or any important date❤️ shipping was fast too. Recommend 100%,Positive
Great personalized cards. Love the script font for the name. Great gift.,Positive
I really like it.,Positive
There isn't anything that I don't like about this case! It's very well made and looks better as time passes.,Positive
Used it in a black frame like it was pictured for my grand daughter bathroom perfect size,Positive
Seller accommodated pushing up the delivery date a bit to meet the party. The item was sweet and very pretty.,Positive
Eggcelent gift for hen lovers!,Positive
I could no call the provider,Positive
"it’s really cute and it’s a little thinner material than i had hoped but i still love the feel of it, it’s also quite long but i don’t think that’ll be an issue. i really recommend this product.",Positive
Cute. Purple picture frame goes great. Didn't come with frame,Positive
"Got these earrings for my wife since she liked the color, which is looks like purple iridescence.<br /><br />They are light and comfortable to wear, and she started wearing them the day they arrived.  She did not experience any itching while wearing the earrings.<br /><br />One concern though is that the black paint on the earring posts is already chipping away after just wearing it for the first time, and you can see a bit of the silver metal underneath.  It seems that when the earring backing or stopper is placed on the earring post to hold the earring in place, it rubs or chips on the black paint of the posts.<br /><br />Overall, she still likes the earrings.",Positive
